exercise_id,exercise_name,description,target_muscle_group,difficulty_level,equipment_needed,exercise_category,estimated_calories_per_min,default_duration_seconds,source
691,Total Fitness Bear Crawl,"The bear crawl is a popular bodyweight crawling exercise. While it looks simple, the bear crawl is an intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups, the shoulders, core, and legs in particular. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
692,UN Glute Bridge,"Lie on your back with knees bent and feet flat. Push through your heels to lift your hips off the ground, forming a straight line from knees to shoulders. Squeeze your glutes at the top, then lower with control.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
693,Walking Butt Kicks,"An effective glutes exercise. Perform the movement with controlled form, maintaining tension in your glutes throughout. Focus on the mind-muscle connection with each repetition.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
694,Walking Glute Stretch,"Move slowly into the stretch position, targeting your glutes. Hold the stretch for 20-30 seconds, breathing deeply. You should feel a gentle pull but no pain. Release slowly and repeat as needed.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
695,Walking High Knee,"An effective glutes exercise. Perform the movement with controlled form, maintaining tension in your glutes throughout. Focus on the mind-muscle connection with each repetition.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
696,Walking lunge,"The walking lunge is a lower-body exercise that targets the glutes, quads, and hamstrings while challenging stability and balance. It can be performed for reps, time, or distance in the lower-body portion of any workout.",glutes,intermediate,bodyweight,strength,5.0,60,mega_dataset
697,30 Legs Walking Lunge,"Step forward into a lunge, lowering your back knee toward the ground. Push off your front foot and bring your back leg forward into the next lunge. Continue walking forward, alternating legs.",hamstrings,intermediate,bodyweight,strength,5.0,60,mega_dataset
698,Boss Everline 10-Yard Sprints,"An effective hamstrings exercise. Perform the movement with controlled form, maintaining tension in your hamstrings throughout. Focus on the mind-muscle connection with each repetition.",hamstrings,intermediate,bodyweight,strength,5.0,60,mega_dataset
699,HM Alternating Cross Lunge,Step forward with one leg and lower your hips until both knees are bent at 90-degree angles. Your back knee should hover just above the ground. Push back to starting position and repeat.,hamstrings,intermediate,bodyweight,strength,5.0,60,mega_dataset
700,HM Alternating Front Kick,"An effective hamstrings exercise. Perform the movement with controlled form, maintaining tension in your hamstrings throughout. Focus on the mind-muscle connection with each repetition.",hamstrings,intermediate,bodyweight,strength,5.0,60,mega_dataset
701,HM Alternating Sprawl Kick-Through,"An effective hamstrings exercise. Perform the movement with controlled form, maintaining tension in your hamstrings throughout. Focus on the mind-muscle connection with each repetition.",hamstrings,intermediate,bodyweight,strength,5.0,60,mega_dataset
702,HM Alternating Step-Back,"An effective hamstrings exercise. Perform the movement with controlled form, maintaining tension in your hamstrings throughout. Focus on the mind-muscle connection with each repetition.",hamstrings,intermediate,bodyweight,strength,5.0,60,mega_dataset
703,HM Alternating Step-Up With Chair,"Stand facing an elevated platform. Step up with one foot, driving through your heel to lift your body. Step back down with control. This exercise targets your hamstrings.",hamstrings,intermediate,bodyweight,strength,5.0,60,mega_dataset
704,HM Low Lunge With External Twist,Step forward with one leg and lower your hips until both knees are bent at 90-degree angles. Your back knee should hover just above the ground. Push back to starting position and repeat.,hamstrings,intermediate,bodyweight,strength,5.0,60,mega_dataset
705,HM Ninja Crawl,"An effective hamstrings exercise. Perform the movement with controlled form, maintaining tension in your hamstrings throughout. Focus on the mind-muscle connection with each repetition.",hamstrings,intermediate,bodyweight,strength,5.0,60,mega_dataset
706,HM Pigeon Stretch,"Move slowly into the stretch position, targeting your hamstrings. Hold the stretch for 20-30 seconds, breathing deeply. You should feel a gentle pull but no pain. Release slowly and repeat as needed.",hamstrings,intermediate,bodyweight,strength,5.0,60,mega_dataset
707,HM Right Knee-Up,"An effective hamstrings exercise. Perform the movement with controlled form, maintaining tension in your hamstrings throughout. Focus on the mind-muscle connection with each repetition.",hamstrings,intermediate,bodyweight,strength,5.0,60,mega_dataset
708,HM World's Greatest Stretch,"Move slowly into the stretch position, targeting your hamstrings. Hold the stretch for 20-30 seconds, breathing deeply. You should feel a gentle pull but no pain. Release slowly and repeat as needed.",hamstrings,intermediate,bodyweight,stretching,5.0,60,mega_dataset
709,Hurdle Hops,An explosive plyometric exercise targeting your hamstrings. Perform the movement with maximum power and speed. Land softly with bent knees to absorb impact and protect your joints.,hamstrings,intermediate,bodyweight,plyometrics,5.0,60,mega_dataset
710,Knee Tuck Jump,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",hamstrings,intermediate,bodyweight,plyometrics,5.0,60,mega_dataset
711,Leg-Up Hamstring Stretch,"Move slowly into the stretch position, targeting your hamstrings. Hold the stretch for 20-30 seconds, breathing deeply. You should feel a gentle pull but no pain. Release slowly and repeat as needed.",hamstrings,intermediate,bodyweight,stretching,5.0,60,mega_dataset
712,Linear 3-Part Start Technique,An explosive plyometric exercise targeting your hamstrings. Perform the movement with maximum power and speed. Land softly with bent knees to absorb impact and protect your joints.,hamstrings,intermediate,bodyweight,plyometrics,5.0,60,mega_dataset
713,Linear Acceleration Wall Drill,An explosive plyometric exercise targeting your hamstrings. Perform the movement with maximum power and speed. Land softly with bent knees to absorb impact and protect your joints.,hamstrings,intermediate,bodyweight,plyometrics,5.0,60,mega_dataset
714,Lying groin stretch with band,"The lying groin stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy.",hamstrings,intermediate,bodyweight,stretching,5.0,60,mega_dataset
715,Moving Claw Series,An explosive plyometric exercise targeting your hamstrings. Perform the movement with maximum power and speed. Land softly with bent knees to absorb impact and protect your joints.,hamstrings,intermediate,bodyweight,plyometrics,5.0,60,mega_dataset
716,Prone Manual Hamstring,"An effective hamstrings exercise. Perform the movement with controlled form, maintaining tension in your hamstrings throughout. Focus on the mind-muscle connection with each repetition.",hamstrings,intermediate,bodyweight,strength,5.0,60,mega_dataset
717,Reverse lunge,"The reverse lunge is a lower-body exercise targeting the quads, glutes, and hamstrings. The reverse lunge places more emphasis on the glutes than other lunge variations.",hamstrings,intermediate,bodyweight,stretching,5.0,60,mega_dataset
718,Single-Leg Deadlift Walk,"An effective hamstrings exercise. Perform the movement with controlled form, maintaining tension in your hamstrings throughout. Focus on the mind-muscle connection with each repetition.",hamstrings,intermediate,bodyweight,strength,5.0,60,mega_dataset
719,Standing hamstring stretch,"The standing hamstring stretch is an exercise that stretches the hamstrings, the muscles that cover the back of the thighs. It involves looping a band around one foot and then pulling it, which produces an intense stretch in the hamstrings. It can be performed prior to training the lower body or playing sports, or as a restorative stretch anytime.",hamstrings,intermediate,bodyweight,stretching,5.0,60,mega_dataset
